,title,link,date,news
10,김영재 한국식품산업클러스터진흥원 이사장 취임,http://www.aflnews.co.kr/news/articleView.html?idxno=208275,2021.03.09,"['\n[농수축산신문=박현렬 기자]\n\n\n\n\n\n김영재 한국식품산업클러스터진흥원 이사장이 지난 5일 취임했다.\n김 이사장은 최근까지 민주연구원 정책연구실 수석연구위원으로 활동했으며 더불어민주당 수석전문위원, 청와대 정책기획 행정관을 역임했다.\n김 이사장은 “끊임없는 조직혁신과 역량강화를 통해 지속가능한 미래 혁신식품 선도기관으로서의 역할과 더불어 미래유망식품 육성에 매진하겠다”며 “진흥원이 보유한 시설·장비·정보를 공유하고 식품산업을 견인할 미래 청년인재 양성, 국가식품클러스터 활성화를 위한 기업유치와 규제완화 등을 통해 양질의 일자리 창출과 경제 활성화에 기여하겠다”고 밝혔다.\r\n\xa0 ']"
11,[기획] 농식품 수출 80억 달러 돌파하나,http://www.aflnews.co.kr/news/articleView.html?idxno=208267,2021.03.09,"['\n[농수축산신문=박유신 기자]\n\n\n농식품 수출이 지난해 75억 7000만 달러를 달성한 가운데 정부는 올해 81억 달러 수출을 목표로 설정했다. 사진은 지난 3일 열린 비상경제 중앙대책본부회의 모습.\n\n\n코로나19 등 어려운 여건에도 불구하고 온라인 시장 확대와 한류 확산 등으로 농식품 수출이 지난해 75억7000만 달러를 달성하며 사상최대치를 기록했다. 이대로라면 올해 80억 달러 수출도 가능할 전망이다.\n이에 정부도 지난 3일 홍남기 부총리 겸 기획재정부 장관 주재로 정부서울청사에서 제31차 비상경제 중앙대책본부회의를 열고 올해 농식품 수출 81억 달러를 목표로 마련된 ‘2021년 농식품 수출 확대 전략’을 심의·의결했다.\n지난해 농식품 수출 성과와 올해 대내·외 수출 여건에 따른 농식품 수출 확대 방안에 대해 살펴봤다.\n# 농수산식품 수출 98억9000만 달러로 역대 최고 기록\n지난해 농식품 수출은 건강·발효·간편식품 등의 수요 증가와 한류 연계 마케팅 등에 힘입어 역대 최고 수준인 75억7000만 달러를 기록했다. 부류별로는 신선농산물 14억3000만 달러, 가공식품 61억4000만 달러로 전년 대비 각각 3.4%, 8.7% 증가했다. 수산식품을 포함하면 총 98억9000만 달러로 농수산식품 수출 100억 달러 시대를 앞두고 있다.\n코로나19로 온라인을 통한 식품 유통·소비 가속화와 건강·기능성식품·가정간편식품(HMR) 수요 확대, 케이-팝(K-POP) 등 한류 확산에 따른 한국 식문화에 대한 관심 증대 등이 농식품 수출 확대의 기회요인이 됐다.\n실제 농림축산식품부에 따르면 김치·장류 등 전통발효식품에 대한 건강기능성 홍보 강화와 현지 수요 적합 상품 개발 등으로 김치는 1억4450만 달러, 장류는 9990만 달러를 수출해 전년 대비 각각 37.6%, 30.5%나 증가했다. 여기에 라면·쌀가공식품도 한류 확산과 현지 기호에 맞는 제품 판촉·홍보로 각각 6억360만 달러, 1억3810만 달러를 수출해 전년 대비 29.3%, 27.1% 늘었다. 딸기와 포도 역시 선박 수출 지원과 품질관리 강화 등을 추진, 각각 5380만 달러, 3120만 달러를 수출해 성장 가능성을 확인한 한해였다.\n특히 신남방 지역에 15억6000만 달러를 수출해 1위 수출권역으로 떠올랐으며, 미국(12억1000만 달러), 중국(11억4000만 달러), 이슬람57개국(8억3000만 달러) 등으로의 수출도 증가했다.\n# 코로나19 여파 지속 ‘기회’와 ‘위협’ 요인 여전\n지난해에 이어 올해도 코로나19의 여파는 지속될 것으로 보여 보다 공격적인 수출시장 개척이 필요시 되고 있다.\n코로나19 확산으로 온라인 시장규모는 확대될 것으로 예상되고 건강에 대한 관심과 HMR 수요도 확대돼 올해 세계 건강기능식품 시장규모는 1625억 달러, 세계 HMR 시장규모는 1891억 달러로 전망되고 있다.\n다만 코로나19로 항공·선박 운임 상승 등 물류비 부담과 운송수단 확보의 어려움은 올해도 지속될 것으로 예상된다. 특히 역내포괄적경제동반자협정(RCEP) 등 자유무역협정(FTA) 확대로 인한 비관세장벽의 강화는 농식품 수출의 또 다른 위협요인이 될 수 있다.\n따라서 올해는 환경변화에 대응한 수출업체 역량 강화와 수출시장 다변화, 신선농산물의 품질 제고 등 경쟁력 강화에 대한 요구가 더욱 커질 것으로 예측되고 있다.\n# 올해 81억 달러 목표로 ‘온라인·비대면 마케팅’ 강화\n이에 농식품부는 이같은 기회요인은 활용하되 위협요인에 대해서는 선제적으로 대응·관리해 나갈 방침이다. 이를 위해 △온라인·비대면 마케팅 강화 △시장 다변화를 통한 수출 기회 확대 △신선농산물 수출경쟁력 강화 △포스트 코로나 유망품목 육성 등을 4대 추진전략으로 설정, 올해 81억 달러의 농식품을 수출하는 것을 목표로 정했다.\n주요 대책으로는 우선 온·오프라인 결합매장(O2O 매장), 사회관계망서비스(SNS) 1인매장, 식품배달·구독 플랫폼 등 새로운 유통채널 진출 확대와 중국·신남방 등 대형 온라인몰에 ‘한국식품관’ 개설, ‘온라인 거래알선(B2B) 플랫폼(agrotrade.net)’ 구축, 해외시장 트렌드 정보 제공, 교육·컨설팅, 전문인력 고용(50명) 지원 등 온라인·비대면 방식의 판로개척과 수출기업의 온라인 수출역량을 강화할 계획이다.\n더불어 수출시장 확대를 위해 신남방 시장의 경우 해외 안테나숍, 신선농산물 전용판매관(K-Fresh Zone)을 통해 과일·간편식, 영유아 식품 등의 홍보를 강화하고 한류스타 행사 등을 마케팅에 적극 활용하기로 했다.\n이밖에 수출 성장 가능성이 높은 호주·유럽은 청년 해외개척단(AFLO) 등 현지 파견인력을 활용한 시장개척과 김치·장류 등 발효식품 마케팅을 강화하고 미국, 중국 등 기존 주요 수출국에 대해서는 현지인 소비기반 확대와 온라인 판매채널 진출 등을 추진할 예정이다.\n신선농산물은 생산부터 판매까지 수출 경쟁력을 강화하는데 집중하기로 했다. 수출 스타품목인 딸기와 포도는 우량원묘 공급, 재배기술 보급, 저온유통체계 구축, 선도유지기술 적용 확대 등 단계별 집중관리를 통해 경쟁력을 제고할 계획이다.\n또 올해부터 중국에 본격 진출하는 파프리카는 프리미엄 매장 공략, 생식 문화 홍보 등을 통해 시장에 조기에 안착시키고 물류애로에 대응해 선도 유지 기술을 적용한 선박 운송 활성화와 수출전용 항공기 운행 등의 지원도 추진하기로 했다.\n김치, 인삼, 간편식품 등 포스트 코로나 유망품목 육성에도 나선다. 김치는 기능성 홍보와 한식문화와 연계한 레시피 보급, 상품개발에 집중하고 인삼은 일본 기능성식품 등록완료와 중화권 주요 쇼핑시즌 온·오프라인 판촉을 집중 추진할 예정이다.\n한편 교역환경 변화에 대응해 정보제공 체계를 강화하기 위해 비관세장벽 모니터링을 강화하고 수출업계에 모바일 콘텐츠를 통한 정보제공, RCEP 활용 매뉴얼 제작·보급, 수출기업 애로사항 상담센터 운영 등의 지원도 강화할 계획이다.\n박병홍 농식품부 식품산업정책실장은 “코로나19 이후 가속화하고 있는 온라인 유통·소비 환경변화에 발맞춰 올해 수출지원 정책도 온라인·비대면 중심으로 추진하는데 주력하겠다”며 “딸기·포도 등 고품질 신선농산물과 김치·장류 등 수출 유망품목 중심으로 지난해 성장세를 이어나갈 수 있도록 최선을 다하겠다”고 말했다. ']"
12,소비자 68.9% 건강기능식품 섭취,http://www.aflnews.co.kr/news/articleView.html?idxno=208146,2021.03.08,"['\n[농수축산신문=박현렬 기자]\n\n\n\n\n\n식품의약품안전처가 지난해 11월 전국의 만 19세 이상 성인 남녀 1500명을 대상으로 건강기능식품(이하 건기식) 소비자 인식도 조사를 실시한 결과 응답자의 68.9%가 건기식을 섭취하고 있는 것으로 나타났다.\n소비자들의 건기식 구입 경험은 2012년 50.2%에서 지속적으로 증가하고 있는 추세다.\n국내 건기식 매출액 또한 2012년 1조4091억 원에서 2019년 3조 원 정도로 2배 가량 증가했다.\n이번 소비자 인식도 조사는 코로나19 장기화로 건기식에 대한 수요가 증가함에 따라 건기식 이용 실태, 인지도 등을 측정해 홍보·교육사업과 정책 개선 자료로 활용하기 위해 실시됐다.\n소비자들은 건기식에 대한 정보를 비교적 잘 인지하고 있는 것으로 나타났다.\n응답자의 70.9%는 ‘일반 식품과 차이를 알고 있다’, 74.9%는 ‘건기식 인증 도안을 알고 있다’고 답했다.\n식약처가 인증한 건기식은 ‘건강기능식품’이라는 문구와 도안, 우수제조기준(GMP) 인증 도안이 함께 표시돼 있다.\n건기식 구입 동기는 지인 추천(33.7%), 인터넷 광고(24.4%), 기타(24.1%), 홈쇼핑 광고(11.2%) 순으로 나타났지만 과대광고를 통해 구입한 경험도 10.7%에 달해 주의가 필요하다.\n식약처는 건기식을 섭취 후 이상증상에 대한 원인을 규명하기 위해 ‘건강기능식품 이상사례 신고센터’를 운영 중이다.\n식약처는 국민의 건강하고 안전한 식생활을 위해 건강기능식품의 올바른 섭취 정보를 지속적으로 제공할 방침이다.\n\xa0 ']"
13,"박석배 aT 감사, 수산업계 애로사항 청취",http://www.aflnews.co.kr/news/articleView.html?idxno=208150,2021.03.08,"['\n[농수축산신문=박현렬 기자]\n\n\n\n\n\n박석배 한국농수산식품유통공사(aT) 상임감사는 지난 2일 ‘제2회 현장 청렴소통의 날’을 맞아 경남 통영, 거제의 수산물 수출현장을 방문하고 업계의 애로사항을 청취했다.\n청렴소통의 날은 aT 상임감사가 농림수산식품 생산, 가공, 유통, 수출현장을 직접 방문해 현장 종사자들의 애로사항을 청취하고 aT의 청렴시책을 공유하는 한편 청렴가치를 지역사회에 확산하고자 도입됐다.\n이번에 방문한 업체는 굴과 붕장어를 주로 수출하는 통영의 우진물산(주)과 거제의 중앙수산(주)이다.\n현재 우리나라에서 수출되는 수산물은 대부분 일본으로 수출되고 있으나 코로나19 장기화와 대일 수출여건 악화로 수산물 수출업계가 어려움을 겪고 있다.\naT는 올해 직제개편을 통해 수산수출부 외 별도의 수산사업 개발TF팀 출범 등 수산물 수출지원을 보다 확대할 방침이다.\n박석배 상임감사는 “현장의 소리를 듣고 수산물 수출의 어려운 시장상황을 극복하기 위해 적극적으로 대처해달라”고 밝혔다.\n\xa0 ']"
14,"서울장수, 15년 만에 장수 생막걸리 가격 인상",http://www.aflnews.co.kr/news/articleView.html?idxno=208151,2021.03.08,"['\n[농수축산신문=박현렬 기자]\n서울장수가 15년 만에 장수 생막걸리 출고가를 120원 인상한다.\n인상된 가격은 다음달 1일 출고되는 제품부터 적용된다. 장수 생막걸리의 경우 편의점 평균 가격 기준 1600원에 판매될 예정이다.\n서울장수 관계자는 “국민들의 일상과 함께한 브랜드로서 지난 15년간 원가 인상 요인을 내부적으로 흡수하기 위해 노력했으나 쌀 가격은 물론 포장재, 유통비용 등 다양한 원부자재의 복합적 비용상승에 따라 부득이하게 인상을 결정하게 됐다”며 “더 나은 제품을 제공하기 위해 노력하겠다”고 밝혔다.\n\xa0 ']"
15,부산 ‘국제식품박람회’ 11일 개막,http://www.aflnews.co.kr/news/articleView.html?idxno=208148,2021.03.08,"['\n[농수축산신문=박현렬 기자]\n2021 부산 국제식품박람회가 ㈜메쎄코리아 주최로 오는 11일부터 14일까지 부산 벡스코에서 개최된다. 80개사 150개 부스 규모로 열리는 이번 박람회는 농축수산물, 가공·유제품, 발효식품, 주류·음료, 베이커리·디저트 등 다양한 식품 관련 품목을 선보인다.\n메쎄코리아에 따르면 본 박람회에서는 ‘지자체 우수 농특산물 직거래장터’와 ‘푸드 플리마켓·푸드트럭전’이 열려 지역특산물 소개는 물론 관람객들에게 다양한 먹거리를 알릴 예정이다.\n국제식품박람회장에서는 코로나19 감염에 대비해 방역체계를 확립하고 행동수칙을 철저히 준수할 예정이다.\n대면 접촉을 최소화하기 위해 큐알(QR)코드로 현장등록을 진행하고 전시장 내에는 비닐장갑과 마스크를 착용해야 입장할 수 있다.\n전시장 각 장소에는 손 소독제를 배치하는 한편 주기적으로 환기하고 소독할 계획이다.\n관람시간은 오전 10시부터 오후 6시까지며 입장마감은 오후 5시30분이다. 홈페이지를 통해 사전등록 또는 스마트폰에서 페어프리(Fairfree) 앱(어플)을 다운 받으면 무료로 입장할 수 있다.\n자세한 내용은 홈페이지(foodfair.co.kr) 또는 인스타그램 계정(foodfair.messe)을 통해 확인하면 된다. ']"
16,2021년 식품안전나라 대국민 수요조사 실시,http://www.aflnews.co.kr/news/articleView.html?idxno=208149,2021.03.08,['\n[농수축산신문=박현렬 기자]\n\n\n\n\n\n식품의약품안전처는 코로나19 이후 식품안전에 대한 관심이 높아짐에 따라 국민 생활 속 먹거리 안전정보를 제공하는 식품안전나라의 이용을 돕기 위해 오는 17일까지 2021년 식품안전나라 대국민 수요조사를 실시한다.\n이번 조사는 국민이 원하는 정보를 보다 편리하게 이용할 수 있도록 수요조사 결과를 바탕으로 서비스를 개선하기 위해 추진됐다.\n참여방법은 식품안전나라 홈페이지(www.foodsafetykorea.go.kr) 내 설문조사 참여하기를 누른 후 알고 싶은 정보나 시스템 사용상 불편사항을 자유롭게 적으면 된다.\n참신한 아이디어 제안자에게는 소정의 선물도 증정될 예정이다.\n자세한 사항은 식품안전나라 홈페이지 공지사항을 참고하거나 식품안전정보원(02-744-7649)으로 연락하면 된다.\n식약처는 식품안전에 대한 국민의 궁금증을 해소하고 사용자의 편의성을 높일 수 있도록 식품안전나라 콘텐츠·서비스 품질 향상에 최선을 다할 계획이다.\n\xa0 ']
17,김치어워즈 개최로 종주국 위상 높인다,http://www.aflnews.co.kr/news/articleView.html?idxno=208094,2021.03.04,"['\n[농수축산신문=박현렬 기자]\n\n\n\n\n\n김치어워즈 위원회는 다음달 9일 공식사이트(www.kimchiawards.com)에서 온라인으로 ‘김치어워즈 2021’을 개최한다.\n김치어워즈는 국내외 김치와 관련 산업에서 각 분야별 혁신적이고 우수한 상품과 서비스를 선정, 시상하는 행사다.\n현재 ‘김치 브랜드 대상’, ‘김치 상품 대상’, ‘김치냉장고 브랜드 대상’, ‘김치냉장고 상품 대상’, ‘글로벌 대상’, ‘혁신 대상’, ‘디자인 대상’, ‘마케팅 대상’, ‘소비자 만족 대상’, ‘프랜차이즈 대상’, ‘공로상’ 등 15개 부문에 대해 후보 등록을 진행 중이다.\n김치어워즈 후보 등록은 국내뿐만 아니라 해외의 김치·김치 관련 기업이라면 제한 없이 참여 가능하며 김치어워즈 공식 웹사이트를 통해 등록하면 된다.\n이정기 김치어워즈 위원장은 “세계 5대 건강식품으로 알려져 있는 김치가 최근 한류의 영향으로 케이-푸드의 대표주자로 인기몰이 중”이라며 “김치어워즈가 최고의 김치 상품과 기업을 선정하고 홍보하는 것뿐만 아니라 한국 김치를 전 세계에 알려 가치와 우수성을 홍보하고 나아가 김치 종주국으로서의 위상을 높이는 계기가 되길 바란다”고 밝혔다.\n한편 김치는 2001년 국제식품규격위원회(CODEX)로부터 국제식품규격으로 채택된 데 이어 2013년 김장 문화도 유네스코 인류무형문화유산에 대표목록으로 등재됐다.\n또한 2008년 미국의 건강 전문 월간잡지 헬스매거진이 김치를 세계 5대 건강식품으로 선정한 바 있다.\n\xa0 ']"
18,"(사)한국식품콜드체인협회, 콜드체인전문가 양성과정 개설",http://www.aflnews.co.kr/news/articleView.html?idxno=208095,2021.03.04,"['\n[농수축산신문=박현렬 기자]\n(사)한국식품콜드체인협회는 코로나19로 국민의 식생활 안전과 위생의식 고조와 더불어 콜드체인의 중요성이 부각됨에 따라 콜드체인전문가 양성과정을 개설했다.\n교육은 다음달 3일부터 오는 7월 17일까지 매주 토요일 오전 10시~오후 5시까지 대면 강의와 비대면(ZOOM) 강의를 병행해 해외연수를 포함 총 16회에 걸쳐 진행된다.\n콜드체인전문가 양성과정은 실무와 이론을 융합한 현장지향형 교육으로 관련 학계, 업계, 정부, 연구 분야의 전문가뿐만 아니라 콜드체인산업에 종사하는 교육 참가자들의 교류와 협력을 통해 혁신적인 솔루션을 제안할 수 있는 능력을 향상하는데 주안점을 두고 있다.\n식품콜드체인협회는 본 교육과정이 콜트체인 프로세스에서 안전과 관련된 경영리스크를 최소화하고 콜드체인 경쟁력을 높여 기업의 지속적인 발전, 새로운 비즈니스 기회 창출과 성장 동력의 토대를 마련하는 프로그램이 될 것으로 기대하고 있다.\n교육과정은 콜드체인 산업, 식품관리 일반, 식품안전경영, 현장 벤치마킹·네트워크, 콜드체인 사례연구, 솔루션 스텝으로 식품 콜드체인관리, 콜드체인 정보관리, 콜드체인 보관서비스, 콜드체인 운송서비스로 구성됐다.\n자세한 내용은 협회웹사이트(kfoca.kr)를 참고하면 된다.\n\xa0 ']"
19,"식약처, 신중년 맞춤형 식사관리 안내서 제작·배포",http://www.aflnews.co.kr/news/articleView.html?idxno=207927,2021.03.03,"['\n[농수축산신문=박현렬 기자]\n\n\n\n\n\n식품의약품안전처는 신체적·정서적 큰 변화를 겪는 신중년(50~64세)을 대상으로 만성질환 예방·관리, 뼈·근육강화 등을 위한 맞춤형 식사관리 안내서를 제작·배포했다.\n신중년은 신체, 사회, 가족적 측면에서 많은 변화를 겪는 50~64세 사이로 새롭고 건강한 삶을 지향하는 세대다.\n맞춤형 식사관리 안내서는 신중년의 건강한 삶을 위한 식생활 수칙과 영양균형을 위한 식사 가이드 등을 제공하고 건강메뉴 31선과 건강밥상 7선의 식재료, 조리방법, 영양성분 등 활용방법이 수록돼 있다.\n또한 보건소와 지역사회 건강 관리자를 위한 최신 전문 영양정보를 담은 건강관리자용 가이드도 별도 제작해 전국 보건소, 건강검진센터에서 활용할 수 있도록 했다.\n신중년의 건강상태는 신체·정서·사회적 변화를 경험하게 되고 이 시기의 관리는 노년기의 신체와 심리, 인지능력 등의 상태가 중대한 영향을 미치므로 건강관리에 더욱 신경을 써야한다.\n식약처는 임산부·영유아 등 생애주기별 세분화된 영양소 섭취수준 진단·안내서 등을 개발, 보급해 국민들이 더욱 건강한 식생활을 할 수 있도록 지원할 계획이다.\n신중년 식생활 안내서는 식약처 누리집 식품안전나라(www.foodsafetykorea.go.kr)와 인터파크도서에서 무료로 내려 받을 수 있다.\n\xa0 ']"
20,[지상중계] 한국식품유통학회 동계학술대회,http://www.aflnews.co.kr/news/articleView.html?idxno=207981,2021.03.02,"['\n[농수축산신문=박현렬 기자]\n\n\n\n\n\n코로나19 장기화에 따른 식품시장의 변화를 살펴보고 시장 개방 속에서 농가의 대응전략을 모색하는 자리가 마련됐다.\n한국식품유통학회는 지난달 26일 줌(ZOOM)으로 동계학술대회를 개최했다.\n산지, 농수산물도매시장, 식품유통업계 구매·판매 동향 등을 총 망라한 동계학술대회의 주요 내용을 살펴봤다.\n\n\n\n\n\n# 코로나 19사태가 한국 식품시장에 미친 영향 - 임동준 더바이어 편집인\n코로나19 이후 면역력 증강과 천연소재를 강조한 건강기능식품, 가정간편식(HMR), 배달식품, 신선식품·인증식품, 지역특산물 등이 급부상했다. 지난해 신선식품 구매액은 전년대비 15% 가량 늘었다.\n백화점 업계는 위기의식 속에서 새로운 돌파구를 모색하고 있다. 롯데백화점은 상품을 더욱 고급화하기 위해 특정 산지에서 벗어나 고품질·최상위 상품 개발에 나섰다. 현대백화점은 신선식품 강화를 위해 ‘현대투홈’ 온라인 사업을 시작했으며 산지 다변화 전략을 수립했다. AK플라자는 온라인 구매고객을 오프라인으로 견인하고자 가심비 충족 상품을 개발 중이다.\n대형마트는 신선식품 강화에 매진하고 있다. 이마트는 신선식품 중심으로 매장을 혁신하고 있으며 품종 확대와 특수채소 존을 운영 중이다. 롯데마트는 ‘맛있는 채소’ 프로젝트를 추진하고 국내산 신선식품 강화와 더불어 안전성을 강조하고 있다. 홈플러스는 신선식품 품질개선을 경영 1순위로 꼽고 신선 에프터서비스(A/S)를 제도화했다.\n온라인 쇼핑 업계 중 쿠팡은 배달사업 ‘쿠팡이츠’로 신성장을 추구하고 있으며 마켓컬리는 풀콜드시스템 강화를 통해 안전 관리에 나섰다. 오아시스마켓은 소비자 모니터링 강화, 안전 관리에 집중하고 있으며 우체국쇼핑은 공공부문과 협업을 강화했다.\n이에 생산제조업계는 시각적 정보제공과 스토리텔링 등을 중점적으로 추진하고 코로나19 이후 고령층 온라인 유입에 대응할 필요가 있다. 또한 품질·공급 효율화, 브랜드 차별화를 고민해야 할 시점이다. 친환경식품의 경우 단체급식 의존도를 탈피해야만 성장이 가능하다.\n\n\n\n\n\n# 한·칠레 FTA 이후 복숭아산업의 변화와 농가 대응전략 분석 - 최돈우 경북도농업기술원 농업연구사\n농촌진흥청의 소비자패널자료에 따르면 최근 10년간 가구당 연간 복숭아 구매액은 3만4530원, 연간 구매횟수는 3.3회였다. 복숭아 구입 시 당도, 색깔, 신선도 등을 고려하며 선호하는 당도는 조생종 12.02브릭스, 중만생종 12.62브릭스 이상으로 나타났다.\n복숭아구매는 8월이 63.1%로 가장 높았으며 이어 7월이 51.3%를 나타냈다. 50대 가구주의 구매력이 가장 높은 반면 30대 이하 가구주의 구매력은 가장 낮았다. 구매액은 50대, 40대, 60대 이상 순으로 많았으며 구매횟수는 50대, 60대 이상, 40대 순이었다.\n소비자가 선호하는 구입처는 슈퍼마켓 43.8%, 전통시장 16%, 대형마트 10.3% 순이며 구매횟수는 슈퍼마켓 1.6회, 전통시장 0.6회, 대형마트 0.4회 등이다. 구매가구비율은 슈퍼마켓 39.4%, 전통시장 16.7%, 대형마트 13.5%로 나타났다.\n복숭아 구입 시 품질고려사항은 단맛, 색깔, 신선도, 경도 순이며 단맛의 선호도는 10대, 20대, 60대 순으로 높았다. 과육 식감에 대한 소비자 선호도는 차이가 없었다. 소비자 80%가 맛있다고 응답한 당도는 조생종의 경우 12.02브릭스, 중만생종은 12.62브릭스였다.\n한·칠레 FTA 이후 신규 조성된 과원의 품종별 재배면적을 분석한 결과 신품종의 재배면적 비율이 급격하게 증가했다. 신품종을 식재한 농가들의 갱신전후의 판매가격은 58% 상승했다.\n\n\n\n\n\n# 농수산물도매시장의 전송거래 실태분석 - 이홍진 농촌진흥청 연구원\n출하자는 대량수송과 대량구매가 가능한 수요처가 존재하는 대도시 중앙도매시장으로 출하하는 게 경영상 합리적이라고 판단한다.\n대량구매가 어렵고 수요가 작은 지방도매시장의 경우 상품 수집에 어려움을 겪고 있다. 이는 지방도매시장의 중도매인 영업활동에 영향을 주기 때문에 도매시장법인이 중앙도매시장으로부터 전송을 받는 경우가 발생한다. 현재 국내에서 발생하는 전송거래의 대다수는 도매시장의 수집능력을 보완하는 역할이 대부분이다.\n전송거래가 본연의 역할을 효과적으로 수행하기 위해서는 제도권 안에서의 거래과정 절차 간소화가 요구된다. 제3자 판매와 직접집하 금지 부분을 전송거래에서만 부분적으로 허용돼야 한다. 지방도매시장에서는 수집기능 보완과 중도매인의 영업활동 지원 측면에서 중앙도매시장과의 전송거래는 필수 불가결하다.\n다만 제3자 판매와 직접집하가 허용되더라도 전송요청에서 물품수령, 판매까지의 다양한 의사결정과정과 물리적 단계가 존재한다.\n이에 효율적으로 전송거래가 이뤄지기 위해서는 장기적인 관점에서 정가·수의매매로 대체해야 한다. 전송거래의 경우 물품이 필요한 중도매인이 사전에 주거래 도매법인 또는 타 시장 도매법인이나 중도매인과 주문협의를 거치는 것이 대다수이기 때문에 정가·수의매매가 이를 충분히 대체할 수 있다.\n전송거래는 소비자의 선택권 확대, 지방도매시장의 수집기능 보완 등 농산물 유통에서 순기능을 발휘하고 있지만 여러 가지 문제로 인해 답보 중인 상황이다. 이에 효과적으로 전송거래가 이뤄지기 위해서는 심도 있는 논의가 지속적으로 이뤄질 필요가 있다. ']"
